producto,ciudad,2020,2022,2023,2024,2025
Papaya maradol,ARMENIA,,64.8796678133658,-6.242102805171223,-35.221740744361476,85.83855616513354
Papaya maradol,"BOGOTÁ, D.C.",,-100.0,,,
Papaya maradol,BUCARAMANGA,,38.53544134786397,15.052219227313568,-20.76617472041785,-100.0
Papaya maradol,CALI,,73.17292819476936,0.2980853001093964,-20.424570187384095,76.62985585145373
Papaya maradol,CÚCUTA,,25.069551295958203,-100.0,,
Papaya maradol,IBAGUÉ,,50.24559325576534,-100.0,,
Papaya maradol,MANIZALES,,68.67899373985627,8.0358452736075,-10.255858955063424,66.25372755714649
Papaya maradol,MEDELLÍN,,39.338294069416,8.8883758937105,-11.265778007142258,60.702649635341
Papaya maradol,NEIVA,,51.16332526684313,16.339486773707335,-23.276392119122093,-100.0
Papaya maradol,PASTO,,78.91474053956502,-10.132732734597482,-22.016855270423076,81.63743572968303
Papaya maradol,PEREIRA,,59.378199792190614,3.01306073005716,-18.265485276503814,75.40132045248684
Papaya maradol,POPAYÁN,,71.36740331491711,4.912239368594662,-27.141429219341006,69.42174732872405
Papaya maradol,SAN JOSÉ DE CÚCUTA,,inf,20.09369802052241,-13.038107394176768,26.128279570898627
Papaya maradol,TUNJA,,22.971448579804132,9.673171830573901,-10.405058068322582,49.4989600225622
Papaya maradol,VALLEDUPAR,,19.274412296564194,-100.0,,
Papaya maradol,VILLAVICENCIO,,-100.0,,,
Pepino cohombro,ARMENIA,,33.09602085859191,67.92863315018248,-3.9523666412940917,-22.22395521524613
Pepino cohombro,BARRANQUILLA,,29.188792392054363,10.872895600480614,13.788916170727372,-0.8211067635550684
Pepino cohombro,"BOGOTÁ, D.C.",,14.97567660815764,22.317363105306654,11.06003991737079,-4.316892477411349
Pepino cohombro,BUCARAMANGA,,56.037836033105634,-1.988212124921307,16.381208048262042,-16.490304566530757
Pepino cohombro,CALI,,61.327276336439304,3.100808746557049,10.72575742769648,-16.70104995961693
Pepino cohombro,CARTAGENA DE INDIAS,,39.04190300975245,6.587463035166041,17.375368178107053,-3.627041127171937
Pepino cohombro,CÚCUTA,,18.800819444354676,-100.0,,
Pepino cohombro,IBAGUÉ,,39.228494925814125,13.627376231508737,6.433115753838514,4.7094399016822885
Pepino cohombro,MANIZALES,,33.63102157278992,10.9885084267775,8.072174104668473,13.500221173882654
Pepino cohombro,MEDELLÍN,,27.52507752783291,12.94604538401558,1.3486710649867728,-6.097962185280514
Pepino cohombro,MONTERÍA,,44.81152083190807,9.00363410809284,11.712391798234245,2.0966959647510386
Pepino cohombro,NEIVA,,32.8624377720933,13.234163529573962,10.63525179807636,-12.35754204803503
Pepino cohombro,PASTO,,-11.015040434434809,0.10689899998526098,12.481421482663979,11.278082095862896
Pepino cohombro,PEREIRA,,51.0126507598041,10.388765150745227,7.367219297800398,-5.9109943380294965
Pepino cohombro,POPAYÁN,,63.690348264816365,-16.631677056943605,-13.122786928792285,17.439123220005403
Pepino cohombro,SAN JOSÉ DE CÚCUTA,,inf,-11.131492521412056,3.386154533080288,-3.089486928785523
Pepino cohombro,SANTA MARTA,,22.341825081163535,18.315765819504204,10.494228120007687,4.749669212677654
Pepino cohombro,SINCELEJO,,32.59926966017552,14.246659830008056,9.510190722285872,0.8264188295943109
Pepino cohombro,TUNJA,,31.981121102599317,17.798745679916106,8.713001664122189,-2.5898663099001795
Pepino cohombro,VALLEDUPAR,,30.8211540854318,12.763619536409898,7.877767717857487,-1.0098668885576978
Pepino cohombro,VILLAVICENCIO,,27.712908945077608,18.13593096406574,10.564760932846173,-2.204393756487988
Pimentón,ARMENIA,,29.95064790826445,18.469693977119395,13.047048094990664,14.234727686333116
Pimentón,BARRANQUILLA,,50.281759608498476,5.938448034438393,1.8685111855384795,-1.9226807087175724
Pimentón,"BOGOTÁ, D.C.",,32.166553904211995,5.4267888186552815,18.636126019264765,16.306711342897472
Pimentón,BUCARAMANGA,,76.7806752874743,4.988868391333856,-8.255996894772078,2.006861072239041
Pimentón,CALI,,39.21535361054034,17.860429780277155,-4.792541581279197,22.3401860369429
Pimentón,CARTAGENA DE INDIAS,,53.88916635955931,3.8974105966425254,1.1785959569068138,10.90045191493374
Pimentón,CÚCUTA,,32.80907660705823,-100.0,,
Pimentón,IBAGUÉ,,21.75232868146699,11.44477369124397,10.52994582260367,5.409259102665409
Pimentón,MANIZALES,,55.12043296259668,7.340624543797691,4.6107920608837505,28.39748023751525
Pimentón,MEDELLÍN,,66.88696601231084,-1.812829535995808,-11.386384492305545,29.19670591412171
Pimentón,MONTERÍA,,56.66043911929097,8.142919013781501,-13.454251069985057,25.229494325888325
Pimentón,NEIVA,,22.181311367862676,12.864686836861527,6.654970292273066,0.43204113012487166
Pimentón,PASTO,,55.820755275730136,2.8805736667383064,7.565538608247735,16.753531354470862
Pimentón,PEREIRA,,61.94445744332371,8.537245929868064,3.2660069042875994,20.525456120266796
Pimentón,POPAYÁN,,21.312132065075538,-5.2029583951121445,-6.323394364057178,15.727136882853788
Pimentón,SAN JOSÉ DE CÚCUTA,,inf,-22.765626896468017,2.944568469165665,7.297939992741487
Pimentón,SANTA MARTA,,45.07401460870015,15.836969327803608,0.5467769484051699,0.38495063516579275
Pimentón,SINCELEJO,,65.67813127389515,9.224685261473065,-14.851145785728281,19.221861529215566
Pimentón,TUNJA,,32.75524577329711,4.874136670126394,5.476688498292526,9.706983514111634
Pimentón,VALLEDUPAR,,36.79946074161613,8.018734642015524,-2.2216671743040206,4.8760708454083534
Pimentón,VILLAVICENCIO,,22.947547470479222,7.62302508095043,9.508879696349947,0.7808256034332661
Piña *,ARMENIA,,2.5066238385598183,56.25825226341339,17.22033575735722,-24.089530034476358
Piña *,BARRANQUILLA,,0.29556955014953257,66.29410325444492,19.65069006500608,-15.428432378967027
Piña *,"BOGOTÁ, D.C.",,13.22210316852901,64.3578253591854,5.028583411222076,-33.23276083795427
Piña *,BUCARAMANGA,,0.674616393933003,82.81062077898046,17.599657427592664,-36.16023186614733
Piña *,CALI,,6.321015462264268,60.78138490245885,3.617248918853311,-22.996557613039936
Piña *,CARTAGENA DE INDIAS,,,,,inf
Piña *,CÚCUTA,,2.4548507393873598,-100.0,,
Piña *,IBAGUÉ,,18.892631526777958,58.854700110317594,0.7118766941840438,-19.006644337792512
Piña *,MANIZALES,,8.242874298293334,67.4802137548884,5.7255563473818105,-14.277937324179145
Piña *,MEDELLÍN,,1.225303768384256,71.4168542531136,-0.8399614975429293,-22.381368401692114
Piña *,MONTERÍA,,-3.8789454228920994,41.302295605762154,45.51755814439018,9.281045751633975
Piña *,NEIVA,,33.50492836904906,36.12315050067254,20.586297760210815,-100.0
Piña *,PASTO,,3.420752823681883,57.67507401352332,-100.0,
Piña *,PEREIRA,,4.861864698204266,67.78864413696957,5.74042902025278,-21.924745673164047
Piña *,POPAYÁN,,12.191310997116279,58.93459879745377,-2.0192843244731695,-18.068592057761723
Piña *,SAN JOSÉ DE CÚCUTA,,inf,27.081169821943508,28.435347073816274,-100.0
Piña *,SANTA MARTA,,0.041067761806967695,90.47619047619047,-100.0,
Piña *,SINCELEJO,,inf,29.46245542107775,-100.0,
Piña *,TUNJA,,-6.5580939484923935,79.8385138416707,35.10796311951394,-20.08351574160092
Piña *,VALLEDUPAR,,4.4657296455699935,43.301472233941205,21.196792832380428,-16.031081494952037
Plátano guineo,"BOGOTÁ, D.C.",,-17.08910771026748,17.542004372084953,38.226122035606465,56.75769469490353
Plátano guineo,MEDELLÍN,,34.099504317707584,9.971181878120984,18.574576064189884,-19.54126436908893
Plátano guineo,NEIVA,,-12.612078769823132,12.161332633788046,25.91563652352924,35.87301587301588
Plátano guineo,VILLAVICENCIO,,6.325910188074846,1.6831585877543853,3.0193246395165296,19.752846287507463
Plátano hartón verde,ARMENIA,,41.871228698362195,44.794944676001556,-20.379862316733053,-12.743602930976506
Plátano hartón verde,BARRANQUILLA,,64.81415337049098,32.27741972393356,-42.5215848444161,-9.93478698423348
Plátano hartón verde,"BOGOTÁ, D.C.",,92.47127448935906,8.248884318261162,-27.496361159728423,9.35172348820641
Plátano hartón verde,BUCARAMANGA,,100.69380890778046,13.978395318387427,-26.455934730035725,7.193491333569169
Plátano hartón verde,CALI,,61.9726253552563,28.15876162584148,-16.255027432552836,-15.137875343940665
Plátano hartón verde,CARTAGENA DE INDIAS,,72.27977566216157,30.43671769480163,-43.16183826274636,-2.8690469514783934
Plátano hartón verde,CÚCUTA,,110.11521831444058,-100.0,,
Plátano hartón verde,IBAGUÉ,,65.26282794452317,19.780356022407087,-19.706311515700413,-2.6298601135673394
Plátano hartón verde,MEDELLÍN,,66.14499589299099,26.806067647033572,-16.04782267092053,-18.99225465413583
Plátano hartón verde,MONTERÍA,,82.13440768043887,32.40991593316514,-47.805013452506984,-6.556775728523645
Plátano hartón verde,NEIVA,,52.90968491526593,11.619259695179851,-5.231369022907984,-5.0994545113932315
Plátano hartón verde,PASTO,,88.67769755993523,0.02432978140820552,14.09647295621037,-100.0
Plátano hartón verde,PEREIRA,,68.38412331110113,27.291524138496737,-14.541904947962013,-20.109858073217012
Plátano hartón verde,POPAYÁN,,53.25727808537239,15.344163171453529,-29.775009396982234,-5.610454917553498
Plátano hartón verde,SAN JOSÉ DE CÚCUTA,,inf,-21.24550448222203,-22.790334236450793,-4.975593883249097
Plátano hartón verde,SANTA MARTA,,43.66084686630683,47.42096287550832,-62.355542026951724,0.5497551294068703
Plátano hartón verde,SINCELEJO,,73.21833679699719,32.42198585225336,-45.94872278174201,-1.2026233564447875
Plátano hartón verde,TUNJA,,92.72144200748183,7.952177694784268,-30.358437384571303,0.28951200691580414
Plátano hartón verde,VALLEDUPAR,,79.98594450762859,32.047545829876476,-43.30343690228873,-2.1270865539474215
Plátano hartón verde,VILLAVICENCIO,,95.31536712705444,4.448262594717378,-21.84474776020684,5.76604545495687
Remolacha,ARMENIA,,33.25610049432288,11.466491055668726,-28.56053472587261,-3.3988351239600867
Remolacha,BARRANQUILLA,,49.13535031907437,-19.082651168450226,-10.48996044324374,1.9765587885985703
Remolacha,"BOGOTÁ, D.C.",,44.62962152468219,-29.82675200337467,-1.8326314666679222,-9.727148061971025
Remolacha,BUCARAMANGA,,18.567719858208953,-18.0785795651195,-23.724151726552144,24.655321065585678
Remolacha,CALI,,42.54692919655929,-20.23287361650967,-4.207331546452242,-10.814900854559028
Remolacha,CARTAGENA DE INDIAS,,45.86936801119861,-16.19207919877915,-9.243840284249771,0.22697396329331987
Remolacha,CÚCUTA,,30.05434440881367,-100.0,,
Remolacha,IBAGUÉ,,22.3315756722235,-13.674965872987121,-0.7261240045074113,-1.8332825743490933
Remolacha,MANIZALES,,27.840684010800643,-19.38922465508426,-11.168317625897606,4.078054027422717
Remolacha,MEDELLÍN,,52.676679097961895,-15.919367278981955,-24.205516151263485,-8.210054735756334
Remolacha,MONTERÍA,,25.909785489081028,-3.3043734483812703,-20.115027246231588,7.161058901819484
Remolacha,NEIVA,,28.32009636167605,-22.97166908547066,-7.152141120033651,-1.8628954937679798
Remolacha,PEREIRA,,41.37918164031746,-15.8376813388726,-12.764755259064275,-4.950289202228331
Remolacha,SAN JOSÉ DE CÚCUTA,,inf,-32.76398846842212,3.2340223179477157,0.18045613589179332
Remolacha,SANTA MARTA,,33.153248265264956,-15.024374776160698,-9.270261304178051,0.8540179852433161
Remolacha,SINCELEJO,,23.98261170490661,-0.498709675503195,-20.722728699136617,-0.22389062196815912
Remolacha,TUNJA,,44.22206726333655,-26.917318367209518,-9.093536381688827,-3.2608330506794014
Remolacha,VALLEDUPAR,,40.804899477008206,-19.839895106871097,-4.9969210890259514,-3.2004447814126813
Remolacha,VILLAVICENCIO,,34.26822665408087,-21.908138521530475,-11.071163779124404,-8.111633654869388
Tomate de árbol,ARMENIA,,44.01581515135027,-0.3637341769682112,6.831559143838906,-30.43396357959822
Tomate de árbol,BARRANQUILLA,,43.153971672829414,7.996481306384107,-3.883825126332796,-23.35619146745307
Tomate de árbol,"BOGOTÁ, D.C.",,51.09282051049237,3.204239158848643,-1.6643011277486464,-25.44333352678356
Tomate de árbol,BUCARAMANGA,,50.344620049999754,5.9083475720862255,-0.4031285993624789,-27.280262572318648
Tomate de árbol,CALI,,57.136408965094155,2.3697034292561314,-7.1745279846368355,-31.904573111451505
Tomate de árbol,CARTAGENA DE INDIAS,,34.48426082355995,3.4115904502658445,-5.598270493956958,-21.431862144934065
Tomate de árbol,CÚCUTA,,40.148275692062164,-100.0,,
Tomate de árbol,IBAGUÉ,,54.93299756988963,5.7212123286623395,-6.242522645701598,-25.134154400036458
Tomate de árbol,MANIZALES,,63.47394015802723,-2.5659034341092846,-4.828902988932282,-20.087035612767444
Tomate de árbol,MEDELLÍN,,52.52713901140223,1.5664757329828305,-8.213205617787478,-27.20195461628484
Tomate de árbol,MONTERÍA,,44.62695283425766,7.197699015548742,-4.828933205188235,-27.147102223905783
Tomate de árbol,NEIVA,,50.24073785448129,5.629385526677955,-1.894327227869086,-23.619389712986404
Tomate de árbol,PASTO,,87.4021393796297,7.0539061858210905,1.2227839988606215,0.9535182916694973
Tomate de árbol,PEREIRA,,48.74004432424959,5.723341116476188,-1.414518138727472,-21.66848085997075
Tomate de árbol,POPAYÁN,,51.06525680876259,6.501027043234275,4.651358997276467,-13.988143975370892
Tomate de árbol,SAN JOSÉ DE CÚCUTA,,inf,21.782697654897444,-1.8682750379690582,-10.287566053826502
Tomate de árbol,SANTA MARTA,,43.07861081737548,8.997746886578595,-3.2877687175685733,-13.878379455607949
Tomate de árbol,SINCELEJO,,47.012559104015935,5.92787322085746,-7.828403460383759,-28.980075865436095
Tomate de árbol,TUNJA,,37.99400763257077,4.721095160246169,0.667786553192018,-24.735902953006338
Tomate de árbol,VALLEDUPAR,,46.06034306718401,3.5093814271623947,-4.04565783079166,-27.757117829773968
Tomate de árbol,VILLAVICENCIO,,48.23186011984504,6.909908904908235,1.139966853457608,-21.24342676667984
Tomate*,ARMENIA,,44.421098098147624,6.991160950111208,1.3434559337466956,41.096695573065524
Tomate*,BARRANQUILLA,,49.89342745646339,6.373111679038002,-6.574656524217248,42.85768305489472
Tomate*,"BOGOTÁ, D.C.",,46.16629493587367,13.00935416656468,-8.00755916913377,50.0732674108008
Tomate*,BUCARAMANGA,,67.28258104094185,12.265616314952176,-7.263033126460117,33.77371911775637
Tomate*,CALI,,49.8835664993738,12.9076820400593,-12.218720025960483,59.75607703799666
Tomate*,CARTAGENA DE INDIAS,,28.441037246016077,-10.554894285398742,-100.0,
Tomate*,CÚCUTA,,53.75187021626502,-100.0,,
Tomate*,IBAGUÉ,,65.64253121049303,9.389387985878606,-6.438906253989208,61.10404817501745
Tomate*,MANIZALES,,60.96737592650994,8.447361895496375,-10.62680152137948,66.83186522599512
Tomate*,MEDELLÍN,,60.36555990565966,4.386613808137052,-12.78232288459873,57.088234250887204
Tomate*,MONTERÍA,,63.75686985784994,2.6317425509788883,-5.4176433391150525,58.25462955278549
Tomate*,NEIVA,,55.395731767425026,8.182441661270712,-8.966760721814293,57.25765504275151
Tomate*,PASTO,,39.429473972832255,9.75246290238918,-11.20846439570975,60.532279729090675
Tomate*,PEREIRA,,50.8708168513476,15.130587559255515,-7.11758026432795,62.98154061610652
Tomate*,POPAYÁN,,44.715647245935266,22.120184937119557,-8.976028384909164,55.86620069895156
Tomate*,SAN JOSÉ DE CÚCUTA,,inf,-0.7051536486520127,-8.34453673045058,25.091013708593636
Tomate*,SINCELEJO,,59.63124696749149,3.2668574969752395,-10.34473298881753,50.19602218397399
Tomate*,TUNJA,,-100.0,,,
Tomate*,VALLEDUPAR,,63.875574365046695,12.948754151718656,-1.8201482216942622,22.711900739954814
Tomate*,VILLAVICENCIO,,-100.0,,,
Yuca*,ARMENIA,,251.7610876869643,-37.69403193216101,-47.594831958570246,43.041665128981066
Yuca*,BARRANQUILLA,,226.23181376702792,-21.689702254839638,-41.95437141978937,7.560067548992655
Yuca*,"BOGOTÁ, D.C.",,174.31418698308244,-36.29754210636591,-13.746264293139287,-4.177639099030239
Yuca*,BUCARAMANGA,,190.9298116903586,-19.215899075878895,-28.231868325198196,2.645700514062521
Yuca*,CARTAGENA DE INDIAS,,283.4509817128616,-21.618892689686852,-43.37852760051385,12.438359145111866
Yuca*,CÚCUTA,,160.6288576122153,-100.0,,
Yuca*,MANIZALES,,273.0470612310365,-36.44275919805828,-41.43097576035214,45.853427025826775
Yuca*,MEDELLÍN,,214.02612466715095,-35.97695765293837,-27.624173664463104,32.9235377054264
Yuca*,MONTERÍA,,378.2634264858972,-25.205079416487862,-46.60998266144665,12.546377863789736
Yuca*,PEREIRA,,265.34895691216235,-43.700798686022246,-40.76706266077992,47.63912732561333
Yuca*,SAN JOSÉ DE CÚCUTA,,inf,-22.526186581146522,-39.8634787806336,33.07233079657648
Yuca*,SANTA MARTA,,104.18848167539268,14.41758241758242,-100.0,
Yuca*,SINCELEJO,,247.82726312545722,-21.14352463930913,-45.07577534837892,13.32104343531364
Yuca*,VALLEDUPAR,,242.37265745641548,-32.44826177194318,-35.145217106317396,13.20186379913244
Yuca*,VILLAVICENCIO,,281.73624840768,-43.406293419307474,-18.132682649539632,-1.2522930480875494
Zanahoria,ARMENIA,,18.322595928540885,4.513972326297622,20.77417271447124,-11.731701142692897
Zanahoria,BARRANQUILLA,,18.4193049075269,-100.0,,
Zanahoria,"BOGOTÁ, D.C.",,17.176940028347044,-0.6845980570556409,40.83104149786379,-24.675570069594887
Zanahoria,BUCARAMANGA,,20.017423258103495,1.5592763225062756,7.543189069029732,-20.835185295363157
Zanahoria,CALI,,21.403314480085434,3.3767101723842785,20.697224411836036,-18.35251403652395
Zanahoria,CARTAGENA DE INDIAS,,20.121147769576165,7.215538011045619,23.907067976268912,-22.79425977659789
Zanahoria,CÚCUTA,,14.06883497514162,-100.0,,
Zanahoria,IBAGUÉ,,19.805501994631424,-5.1754662555909885,34.210743460681584,-12.434387488472186
Zanahoria,MANIZALES,,-100.0,,,
Zanahoria,MEDELLÍN,,73.42313347883385,-25.977756633842773,43.508410940234896,-11.239595553321035
Zanahoria,MONTERÍA,,55.414732025338424,-16.782602415822456,39.84107231130509,-5.58820621060635
Zanahoria,NEIVA,,15.055052387469825,-5.546077158684659,33.1141717942117,-16.91644222397618
Zanahoria,PASTO,,30.904675406074023,-11.20598172756071,4.493176367322582,9.479855948499516
Zanahoria,POPAYÁN,,42.139186773905294,-6.684147568125464,-1.6644593310304212,13.066118233929892
Zanahoria,SAN JOSÉ DE CÚCUTA,,inf,-29.464289102781592,44.32217853709308,-19.182975329216355
Zanahoria,SANTA MARTA,,11.945555955491782,4.849192925038537,14.338102397522068,-19.004903666955986
Zanahoria,SINCELEJO,,65.51672819600954,-17.17483905161562,33.85201147525814,-7.458826666759633
Zanahoria,TUNJA,,7.958816380390132,3.6502026021221434,31.377543417206375,-27.540804988295196
Zanahoria,VALLEDUPAR,,13.000524588115647,3.9772271035219076,12.245421994492078,-16.793443064695968
Zanahoria,VILLAVICENCIO,,9.89003425620707,-3.195716993287212,34.91648085613057,-15.548026555139838
